City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Trakų r. sav., Lentvario m.,Saulės g.,-,https://www.aruodas.lt/butai-trakuose-lentvario-m-saules-g-rinkis-gyvai-o-ne-is-brezinio-namai-1-2745727/,85000,825,4,103,1,2,-,-,2019,Mūrinis,Aeroterminis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui Drabužinė,-,-,7/29/2019,7/29/2019,6,540,37063887839,-
Vilnius, Grigiškės,Saulės g.,-,https://www.aruodas.lt/butai-vilniuje-grigiskese-saules-g-rinkis-gyvai-o-ne-is-brezinio-namai-1-2745721/,99000,805,4,123,1,2,-,-,2019,Mūrinis,Aeroterminis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui Drabužinė,-,-,7/29/2019,7/29/2019,1,232,37063887839,-
Trakų r. sav., Lentvario m.,Saulės g.,-,https://www.aruodas.lt/butai-trakuose-lentvario-m-saules-g-rinkis-gyvai-o-ne-is-brezinio-namai-1-2745729/,99000,805,4,123,1,2,-,-,2019,Mūrinis,Aeroterminis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui Drabužinė,-,-,7/29/2019,7/29/2019,1,128,37063887839,-
Vilnius, Grigiškės,Šviesos g.,-,https://www.aruodas.lt/butai-vilniuje-grigiskese-sviesos-g-triju-kambariu-6058-kvm-butas-grigiskese-1-2760365/,52600,868,3,60.58,4,5,-,13,1982,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,8/18/2019,5,1272,37060066563,54.666756 25.095033
Druskininkų m.,-,Gardino g.,-,https://www.aruodas.lt/butai-druskininkuose-gardino-g-druskininkuose-gardino-g-21-parduodamas-2-1-2720897/,20500,539,2,38,2,5,-,-,1983,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,8/6/2019,2,565,37060774119,54.003463 23.982913
Vilnius, Žvėrynas,A. Mickevičiaus g.,-,https://www.aruodas.lt/butai-vilniuje-zveryne-a-mickeviciaus-g-parduodame-isskirtinius-namus-zveryne-1-2760345/,260000,4523,3,57.49,2,4,-,5,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Indaplovė Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,7/29/2019,8/12/2019,5,1082,37061212961,54.690689 25.255756
Šiauliai, Centras,Noreikių g.,-,https://www.aruodas.lt/butai-siauliuose-centre-noreikiu-g-parduodamas-triju-kambariu-butas-noreiku-g-1-2760319/,61900,967,3,64,2,2,-,-,2016,Blokinis,Dujinis,Dalinė apdaila,Virtuvė sujungta su kambariu Atskiras įėjimas Aukštos lubos Nauja kanalizacija,Balkonas Vieta automobiliui,-,-,7/29/2019,7/29/2019,-,1144,37067951195,55.931576 23.28583
Kauno r. sav., Ringaudų k.,Gėlių g.,-,https://www.aruodas.lt/butai-kauno-rajone-ringaudu-k-geliu-g-naujas-gyvenamuju-namu-kvartalas-ringaudu-1-2746189/,49900,960,3,52,2,2,-,-,2019,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Uždaras kiemas Internetas,Vieta automobiliui,Šildomos grindys,Signalizacija,7/29/2019,8/15/2019,9,828,37068217622,-
Klaipėda, Centras,H. Manto g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-parduodamas-erdvus-2-ju-kambariu-butas-1-2760305/,138000,1424,2,96.92,4,4,-,-,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/29/2019,8/19/2019,1,283,37068563975,55.717529 21.127461
Klaipėda, Centras,H. Manto g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-parduodamas-klaipedos-miesto-centre-puikiai-1-2760241/,138000,1408,2,98,4,4,-,-,2006,Mūrinis,Centrinis kolektorinis,Įrengtas,-,Balkonas Terasa,Virtuvės komplektas Viryklė Indaplovė Dušo kabina,Šarvuotos durys,7/29/2019,7/29/2019,-,189,37065527870,55.717529 21.127461
Kaunas, Žaliakalnis,Liškiavos g.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-liskiavos-g-isskirtinis-projektas-isikures-istorinio-1-2760297/,81030,1500,3,54.02,1,3,-,15,2019,Mūrinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,Kondicionierius Šildomos grindys,Šarvuotos durys Signalizacija,7/29/2019,8/8/2019,15,1138,37069938883,54.903914 23.902679
Kaunas, Žaliakalnis,Liškiavos g.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-liskiavos-g-isskirtinis-projektas-isikures-istorinio-1-2760287/,73216,1600,2,45.76,2,3,-,15,2019,Mūrinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Kondicionierius Šildomos grindys,Šarvuotos durys Signalizacija,7/29/2019,8/8/2019,8,1023,37069938883,54.903914 23.902679
Trakų r. sav., Lentvario m.,Geležinkelio g.,-,https://www.aruodas.lt/butai-trakuose-lentvario-m-gelezinkelio-g-parduodamas-erdvus-sviesus-jaukus-labai-1-2760281/,59000,615,2,96,1,2,-,-,1978,Mūrinis,Kietu kuru,Įrengtas,Atskiras įėjimas Internetas Kabelinė televizija,Rūsys,-,-,7/29/2019,7/31/2019,2,430,37068798679,54.642276 25.03509
Kaunas, Šilainiai,Naujakurių g.,-,https://www.aruodas.lt/butai-kaune-silainiuose-naujakuriu-g-parduodamas-3-kambbutas-silainiuose-1-2760263/,60000,896,3,67,4,5,-,-,1993,Blokinis,"Centrinis, elektra",Įrengtas,-,-,-,-,7/29/2019,8/13/2019,3,1459,37061499662,-
Klaipėda, Bandužiai,Bandužių g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-tvarkingas-jaukus-2-ju-kambariu-1-2760255/,56000,933,2,60,2,5,-,-,1991,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,1,205,37068688768,55.662871 21.19829
Klaipėda, Bandužiai,Bandužių g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-2-u-kambariu-butas-banduziu-g-2-1-2748229/,56000,933,2,60,2,5,-,-,1990,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/3/2019,7/29/2019,-,166,37063936553,55.662871 21.19829
Klaipėda, Bandužiai,Bandužių g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-2-kambariu-su-didziuoju-holu-1-2709873/,56000,933,2,60,2,5,-,-,1111,Blokinis,Centrinis,Įrengtas,-,-,-,-,4/18/2019,8/1/2019,3,413,37067786778,55.662871 21.19829
Klaipėda, Miškas,Vilhelmo Berbomo g.,-,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-vilhelmo-berbomo-g-parduodamas-3-ju-kambariu-butas-renovuotame-1-2760253/,53000,1000,3,53,2,5,-,-,1965,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,5,359,37067263638,-
Telšių m.,-,Birutės g.,-,https://www.aruodas.lt/butai-telsiuose-birutes-g-miesto-centre-pirmame-aukste-parduodamas-2-1-2760239/,23000,460,2,50.01,1,2,-,14,1961,Medinis,Kietu kuru,Įrengtas,-,-,-,-,7/29/2019,7/30/2019,-,1352,37061238026,55.984019 22.247355
Vilnius, Šnipiškės,Lvovo g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-lvovo-g-demesio-s-m-rugpjucio-22-d-1-2760231/,95080,1838,2,51.73,3,6,-,-,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/19/2019,18,1091,37065244980,54.699883 25.270664
Klaipėda, Alksnynė,Karlskronos g.,-,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-karlskronos-g-parduodamas-4-ju-kambariu-butas-2ame-1-2760229/,84000,1120,4,75,2,5,-,6,1998,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,8/8/2019,3,674,37067101488,55.664991 21.171029
Panevėžys, Klaipėdos,Parko g.,-,https://www.aruodas.lt/butai-panevezyje-klaipedos-parko-g-tvarkingas-1-kambario-butas-didele-virtuve-1-2760221/,20500,603,1,34,3,4,-,-,1985,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,8/14/2019,7,2031,37067019625,55.735405 24.331192
Palanga,-,Vanagupės g.,-,https://www.aruodas.lt/butai-palangoje-vanagupes-g-parduodamas-isskirtinis-butas-palangoje-1-2760213/,159000,2271,2,70,3,3,50,-,2015,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Terasa Vieta automobiliui Drabužinė,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,7/29/2019,8/5/2019,3,1558,37066518080,55.941667 21.074945
Vilnius, Pašilaičiai,Leičių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g--atviri-namai-2019-08-23-17-19-val-1-2760209/,64000,1203,2,53.18,6,9,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/17/2019,2,456,37064058555,-
Kaunas, Dainava,Biržiškų g.,-,https://www.aruodas.lt/butai-kaune-dainavoje-birzisku-g-tai-isskirtinis-gyvenamasis-kvartalas-silo-1-2760207/,80000,1856,2,43.1,6,6,-,-,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Kabelinė televizija Internetas Virtuvė sujungta su kambariu,Terasa,-,Kodinė laiptinės spyna Šarvuotos durys,7/29/2019,7/29/2019,1,327,37065230113,-
Vilnius, Pašilaičiai,Leičių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g--atviri-namai-2019-08-23-17-19-val-1-2760201/,55000,1211,2,45.42,9,9,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/14/2019,6,835,37064058555,54.738302 25.221886
Vilnius, Viršuliškės,Viršilų g.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g--vaizdinga-panorama-pro-buto-langus-1-2760199/,119500,1532,3,78,19,23,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas Vieta automobiliui Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Indaplovė,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/6/2019,11,1277,37065593900,-
Vilnius, Justiniškės,Talino g.,-,https://www.aruodas.lt/butai-vilniuje-justiniskese-talino-g-parduodamas-jaukus-1k-butas-talino-g-1-2760187/,61500,1864,1,33,2,4,-,-,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas,Su baldais Šaldytuvas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/19/2019,7,1278,37067786879,-
Klaipėda, Kaunas,Kauno g.,-,https://www.aruodas.lt/butai-klaipedoje-kauno-mikrorajone-kauno-g-butas-vertas-jusu-demesio-parduodamas-1-2760131/,73000,1197,3,61,4,5,-,-,1970,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,Su baldais Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/19/2019,1,186,37063190300,-
Panevėžys, Molainiai,Molainių g.,-,https://www.aruodas.lt/butai-panevezyje-molainiuose-molainiu-g-parduodamas-3-kambariu-butas-molainiu-g-1-2760161/,49500,770,3,64.31,5,5,-,102,"1992 statyba, 2018 renovacija",Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Internetas Kabelinė televizija,Balkonas Rūsys Vieta automobiliui Drabužinė,Su baldais Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Signalizacija Kodinė laiptinės spyna,7/29/2019,7/29/2019,2,417,37060612233,55.722747 24.318601
Vilnius, Pašilaičiai,Leičių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g--atviri-namai-2019-08-23-17-19-val-1-2760157/,76000,1125,3,67.57,5,9,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/16/2019,-,284,37064058555,54.738302 25.221886
Vilnius, Šnipiškės,Kalvarijų g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-4-kambariu-butas-kalvariju-1-2760155/,89900,1154,4,77.88,2,5,-,144,1968,Blokinis,Centrinis,Įrengtas,-,Sandėliukas Balkonas,-,-,7/29/2019,8/14/2019,16,1699,37060842903,54.707408 25.283065
Vilnius, Pašilaičiai,Leičių g.,-,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g--atviri-namai-2019-08-23-17-19-val-1-2760149/,57000,1185,2,48.1,6,9,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija,Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna,7/29/2019,8/16/2019,2,223,37064058555,-
Vilnius, Žirmūnai,Kernavės g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kernaves-g-skelbime-nurodytas-a46-butas-parduoda-1-2760137/,85600,2093,2,40.9,4,9,-,4,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/14/2019,3,371,37063074070,54.701861 25.275263
Klaipėda, Centras,Ramioji g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-ramioji-g-klaipedos-centre-ramiojoje-g-parduodamas-2-1-2760133/,76500,1391,2,55,2,3,-,-,1973,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,-,123,37060712778,-
Klaipėda, Centras,Ramioji g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-ramioji-g-centre-geroje-ramioje-vietoje-parduodamas-1-2751993/,76500,1391,2,55,2,3,-,-,1980,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/10/2019,7/30/2019,4,413,37068688768,-
Klaipėda, Senamiestis,Ramioji g.,-,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-ramioji-g-parduodamas-tvarkingas-dvieju-kambariu-butas-1-2697217/,76700,1395,2,55,2,3,-,-,1976,Mūrinis,Centrinis,Įrengtas,-,-,-,-,3/26/2019,7/11/2019,8,1319,37061284223,-
Klaipėda, Baltija,Baltijos pr.,-,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-baltijos-pr-parduodamas-2-ju-kambariu-butas-1-2760127/,66000,1535,2,43,4,10,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,2,157,37060712778,-
Klaipėda, Žardininkai,Žardininkų g.,-,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-zardininku-g-zardininku-g-parduodamas-2-ju-kambariu-butas-1-2760123/,62000,1319,2,47,2,5,-,-,1978,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,-,118,37060712778,55.672384 21.17949
Klaipėda, Centras,Ragainės g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-ragaines-g-klaipedoje-ragaines-gatveje-nr2-1-2760119/,96800,1176,4,82.33,2,4,-,2,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,-,111,37061845800,55.732471 21.174711
Klaipėda, Centras,J. Karoso g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-j-karoso-g-centre-salia-m-mazvydo-alejos-j-karoso-g-1-2760111/,78000,1733,2,45,3,3,-,-,1961,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/30/2019,-,182,37060712778,-
Vilnius, Žvėrynas,Pušų g.,-,https://www.aruodas.lt/butai-vilniuje-zveryne-pusu-g-parduodamas-butas-prestizineje-vietoje-1-2760095/,165000,1919,3,86,2,3,-,-,1940,Mūrinis,"Dujinis, elektra",Įrengtas,Kabelinė televizija Internetas Atskiras įėjimas Uždaras kiemas,Vieta automobiliui,Šaldytuvas Indaplovė Virtuvės komplektas Viryklė Su baldais Židinys Vonia,-,7/29/2019,7/29/2019,14,1350,37061658700,54.691848 25.249903
Vilnius, Šnipiškės,Giedraičių g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-giedraiciu-g-svajojate-gyventi-salia-darbo-ir-ryta-1-2760083/,105900,1711,3,61.89,2,4,S15,60A,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/9/2019,10,527,37065991755,54.705628 25.279712
Vilnius, Šnipiškės,Giedraičių g.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-giedraiciu-g-svajojate-gyventi-salia-darbo-ir-ryta-1-2760073/,91900,1702,2,53.99,2,4,S18,60A,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/9/2019,4,336,37065991755,54.705628 25.279712
Kaunas, Šilainiai,Baltijos g.,-,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-strategineje-silainiu-vietoje-parduodamas-1-2760065/,67500,711,4,95,5,9,-,-,1990,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,5,574,37060519015,54.92118 23.883028
Kaunas, Šilainiai,Baltijos g.,1,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-parduodamas-erdvus-4-kambariu-butas-1-2759951/,67900,722,4,94,5,9,-,45,1990,Mūrinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,4,950,37069845205,54.92118 23.883028
Vilnius, Žirmūnai,Rinktinės g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-rinktines-g-gyvenk-miesto-centre-pamirsk-automobili-1-2760061/,96933,2526,2,38.38,4,9,-,1A,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,4,477,37062691326,54.692309 25.291911
Kaunas, Romainiai,Romainių g.,-,https://www.aruodas.lt/butai-kaune-romainiuose-romainiu-g-parduodamas-puikus-butas-romainiuose-pusyno-1-2760053/,72000,1140,3,63.18,1,2,-,13,1985,Mūrinis,Dujinis,Įrengtas,-,-,-,-,7/29/2019,8/8/2019,15,1338,37063804329,54.926834 23.823672
Vilnius, Žirmūnai,Rinktinės g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-rinktines-g-gyvenk-miesto-centre-pamirsk-automobili-1-2760049/,81659,2450,2,33.33,1,9,-,1A,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,2,304,37062691326,54.692309 25.291911
Klaipėda, Miškas,Įgulos g.,-,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-igulos-g-ieskote-modernisko-ir-jaukaus-busto-seimai-1-2760047/,146000,1207,4,121,1,2,-,5,2007,Mūrinis,Dujinis,Įrengtas,Atskiras įėjimas Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Rūsys Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Plastikiniai vamzdžiai Vonia,Signalizacija Videokameros,7/29/2019,8/19/2019,7,1444,+,55.723215 21.122523
Klaipėda, Naujakiemis,Naujakiemio g.,-,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-klaipedoje-naujakiemio-g-parduodamas-2-ju-1-2760043/,41000,820,2,50,1,9,-,-,1970,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,1,166,37062020311,55.677145 21.174955
Vilnius, Žirmūnai,Rinktinės g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-rinktines-g-gyvenk-miesto-centre-pamirsk-automobili-1-2760041/,65112,2484,1,26.21,1,9,-,1A,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,2,400,37062691326,54.692309 25.291911
Vilnius, Senamiestis,Pylimo g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pylimo-g-renesanso-tai-naujas-butu-kvartalas-1-2760035/,100708,3054,2,32.98,3,3,-,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/2/2019,1,698,37062691326,54.67454 25.284417
Kaunas, Freda,Barkūnų g.,-,https://www.aruodas.lt/butai-kaune-fredoje-barkunu-g-parduodamas-tvarkingas-3-ju-kambariu-butas-1-2760031/,115000,1407,3,81.76,4,4,-,-,2004,Mūrinis,Dujinis,Įrengtas,Kabelinė televizija Internetas Virtuvė sujungta su kambariu,Balkonas,Vonia Su baldais Skalbimo mašina,Kodinė laiptinės spyna Šarvuotos durys Signalizacija,7/29/2019,8/12/2019,13,1395,37060311811,54.874675 23.906424
Vilnius, Senamiestis,Pylimo g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pylimo-g-renesanso-tai-naujas-butu-kvartalas-1-2760029/,75880,3110,1,24.4,2,3,-,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,7,771,37062691326,54.68342 25.27759
Kaunas, Vilijampolė,Plungės g.,-,https://www.aruodas.lt/butai-kaune-vilijampoleje-plunges-g-parduodame-buta-ant-neries-kranto-su-nuosavu-1-2760025/,89000,1348,3,66,1,3,-,-,2019,Mūrinis,Kita,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,11,774,37069846011,-
Vilnius, Senamiestis,Pylimo g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pylimo-g-renesanso-tai-naujas-butu-kvartalas-1-2760021/,67028,3075,1,21.8,2,3,-,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/12/2019,13,1202,37062691326,54.68342 25.27759
Klaipėda, Bandužiai,Vaidaugų g.,-,https://www.aruodas.lt/butai-klaipedoje-banduziuose-vaidaugu-g-parduodamas-2-kambariu-su-holu-butas-vaidaugu-1-2760003/,47000,855,2,55,3,5,-,-,1111,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,2,127,37067786778,-
Klaipėdos r. sav., Gargždų m.,Melioratorių g.,-,https://www.aruodas.lt/butai-klaipedos-rajone-gargzdu-m-melioratoriu-g-parduodamas-erdvu-siltas-3-ju-kambariu-su-1-2759997/,65000,833,3,78,2,5,-,-,1984,Blokinis,Centrinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,-,344,37064751329,55.708368 21.384943
Klaipėdos r. sav., Gargždų m.,Melioratorių g.,1,https://www.aruodas.lt/butai-klaipedos-rajone-gargzdu-m-melioratoriu-g-parduodamas-erdvu-siltas-3-ju-kambariu-su-1-2741439/,65000,833,3,78,2,5,-,8,1984,Blokinis,Centrinis,Kita,-,-,-,-,6/20/2019,7/23/2019,4,732,37067731133,55.708368 21.384943
Klaipėda, Centras,H. Manto g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-parduodamas-naujos-statybos-neirengtas-3-1-2759987/,119000,1566,3,76,3,6,-,-,2009,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,7/29/2019,2,309,37067419090,55.713418 21.130204
Klaipėda, Centras,Smilties Pylimo g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-smilties-pylimo-g-parduodamas-naujai-suremontuotas-1-kambario-1-2759979/,39800,1372,1,29,1,9,-,-,"1972 statyba, 2018 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/29/2019,7/29/2019,2,201,37067419090,55.719228 21.118829
Klaipėda, Centras,Smilties Pylimo g.,1,https://www.aruodas.lt/butai-klaipedoje-centre-smilties-pylimo-g-parduodamas-1-kamb-suremontuotas-butas-1-2754657/,38950,1343,1,29,1,9,-,3,1972,Mūrinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Renovuotas namas Virtuvė sujungta su kambariu,Sandėliukas Balkonas,-,Šarvuotos durys Kodinė laiptinės spyna,7/16/2019,8/14/2019,6,1840,37065999299,55.719228 21.118829
Klaipėda, Sportininkai,Smilties Pylimo g.,-,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-smilties-pylimo-g-renovuotame-name-centrineje-miesto-dalyje-1-2758793/,39800,1327,1,30,1,9,-,-,"1972 statyba, 2015 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,7/25/2019,7/25/2019,-,214,37065201011,55.719228 21.118829
Vilnius, Žirmūnai,Olimpiečių g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-olimpieciu-g-nepraleiskite-galimybes-apsigyventi-1-2741019/,219884,2800,3,78.53,2,4,-,-,2017,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Uždaras kiemas Internetas,Balkonas Drabužinė,Kondicionierius Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/29/2019,7/29/2019,18,747,37062691326,54.691136 25.29366
Vilnius, Žirmūnai,Olimpiečių g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-olimpieciu-g-nepraleiskite-galimybes-apsigyventi-1-2750925/,312228,3718,3,83.98,4,4,-,-,2017,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,Balkonas,Kondicionierius Šildomos grindys Židinys,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/29/2019,7/29/2019,1,249,37062691326,54.691136 25.29366
